id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
26,1226,374,0,39,35,384.75,15.09375,0.967750608921051,0.9861788749694824,0,0,1296,966
27,605,822,695,28,26,830.25,709.40625,0.9667087197303772,0.9851973652839661,0,0,1296,966
28,1160,1249,638,40,38,1275.75,649.03125,0.9666754007339478,0.9854452013969421,0,0,1296,966
29,1977,1216,761,56,48,1235.25,799.96875,0.9639657735824585,0.9799699783325195,0,0,1296,966
30,1570,1091,840,40,55,1113.75,860.34375,0.9624230265617371,0.9835754632949829,0,0,1296,966
31,1361,149,47,55,65,182.25,75.46875,0.9614737033843994,0.9703543186187744,0,0,1296,966
32,1154,1208,63,37,41,1235.25,75.46875,0.9612463116645813,0.9870912432670593,0,0,1296,966
33,1608,90,392,36,56,101.25,437.71875,0.9593778848648071,0.9821428656578064,0,0,1296,966
34,4019,75,157,86,175,101.25,256.59375,0.9588719606399536,0.9720314145088196,0,0,1296,966
35,1558,1167,39,38,52,1194.75,45.28125,0.9585714936256409,0.9822109341621399,0,0,1296,966
36,15577,1191,140,104,202,1275.75,286.78125,0.9577885866165161,0.9626574516296387,0,0,1296,966
37,3338,557,401,60,70,587.25,407.53125,0.9576249718666077,0.9754800796508789,0,0,1296,966
38,21758,537,688,170,276,587.25,830.15625,0.9571845531463623,0.9597182273864746,0,0,1296,966
39,1435,1274,487,21,87,1275.75,528.28125,0.9571799039840698,0.9814305305480957,0,0,1296,966
40,2797,619,136,72,70,668.25,196.21875,0.957021951675415,0.9780608415603638,0,0,1296,966
41,2714,175,0,63,55,182.25,45.28125,0.9569082260131836,0.9709513187408447,0,0,1296,966
42,4636,421,204,135,114,506.25,286.78125,0.9566833972930908,0.9712460041046143,0,0,1296,966
43,1009,197,259,37,36,222.75,286.78125,0.956165611743927,0.9852070808410645,0,0,1296,966
44,685,47,901,31,26,60.75,920.71875,0.9560359716415405,0.9883889555931091,0,0,1296,966
45,1184,1193,611,35,46,1194.75,649.03125,0.9559418559074402,0.9806885123252869,0,0,1296,966
46,1492,242,918,41,47,263.25,950.90625,0.955915629863739,0.9696969985961914,0,0,1296,966
47,1977,1185,0,52,45,1194.75,15.09375,0.9555035829544067,0.9785000085830688,0,0,1296,966
48,367,623,67,23,19,627.75,75.46875,0.9549083709716797,0.9918919205665588,0,0,1296,966
49,4615,984,762,69,132,1032.75,799.96875,0.9547966122627258,0.9734588861465454,0,0,1296,966
50,979,814,695,36,53,830.25,709.40625,0.9541152715682983,0.9758307933807373,0,0,1296,966
51,886,59,251,34,31,60.75,256.59375,0.9534286856651306,0.9910112619400024,0,0,1296,966
52,1957,241,247,61,46,263.25,256.59375,0.953414261341095,0.975806474685669,0,0,1296,966
53,7160,125,518,89,104,182.25,618.84375,0.9530971646308899,0.9533206224441528,0,0,1296,966
54,2141,545,654,61,46,546.75,679.21875,0.951794445514679,0.969613254070282,0,0,1296,966
55,266,739,634,20,15,749.25,649.03125,0.9514796733856201,0.9887640476226807,0,0,1296,966
56,1657,1259,362,36,68,1275.75,377.34375,0.9512278437614441,0.9808726906776428,0,0,1296,966
57,2575,257,793,70,56,263.25,799.96875,0.9508081674575806,0.9762542843818665,0,0,1296,966
58,1027,1141,255,34,41,1154.25,256.59375,0.9502216577529907,0.9807322025299072,0,0,1296,966
59,1454,355,432,41,45,384.75,467.90625,0.9500950574874878,0.9856361150741577,0,0,1296,966
60,1923,682,249,70,50,749.25,256.59375,0.949375331401825,0.9712820649147034,0,0,1296,966
61,642,899,888,28,28,911.25,890.53125,0.9487859606742859,0.9756097793579102,0,0,1296,966
62,730,58,661,35,27,60.75,679.21875,0.9487830996513367,0.9769647717475891,0,0,1296,966
63,10816,382,736,123,128,465.75,769.78125,0.9487481117248535,0.9627041816711426,0,0,1296,966
64,717,5,36,33,27,20.25,45.28125,0.948595404624939,0.9792531132698059,0,0,1296,966
65,1645,785,29,31,68,789.75,75.46875,0.9481531381607056,0.979567289352417,0,0,1296,966
66,1072,893,205,41,35,911.25,226.40625,0.9474170804023743,0.980663001537323,0,0,1296,966
67,2291,573,591,57,57,627.75,618.84375,0.947394609451294,0.972496747970581,0,0,1296,966
68,483,501,319,25,23,506.25,316.96875,0.9471014738082886,0.9815573692321777,0,0,1296,966
69,3210,0,608,40,100,20.25,679.21875,0.946681022644043,0.9735791087150574,0,0,1296,966
70,2777,525,540,70,62,587.25,588.65625,0.9466184377670288,0.9611307382583618,0,0,1296,966
71,3966,98,376,85,88,182.25,407.53125,0.9464677572250366,0.9619846940040588,0,0,1296,966
72,4971,684,686,127,172,789.75,769.78125,0.9459977149963379,0.9570950865745544,0,0,1296,966
73,2132,646,513,40,104,668.25,588.65625,0.9459730386734009,0.9741219878196716,0,0,1296,966
74,4387,225,52,76,94,263.25,105.65625,0.9456092119216919,0.9716471433639526,0,0,1296,966
75,1289,927,680,35,50,951.75,709.40625,0.9452197551727295,0.9724137783050537,0,0,1296,966
76,3681,641,681,85,77,708.75,739.59375,0.9451667070388794,0.9734442234039307,0,0,1296,966
77,3064,149,48,86,113,182.25,135.84375,0.9451040029525757,0.9635316729545593,0,0,1296,966
78,4654,506,737,80,105,546.75,769.78125,0.9444923400878906,0.9651678204536438,0,0,1296,966
79,4540,407,474,100,132,465.75,558.46875,0.9441167116165161,0.9583243131637573,0,0,1296,966
80,1081,979,669,40,39,992.25,679.21875,0.9437156915664673,0.9771689772605896,0,0,1296,966
81,1377,965,723,44,47,992.25,739.59375,0.9436060786247253,0.9841155409812927,0,0,1296,966
82,992,307,866,44,42,344.25,890.53125,0.942934513092041,0.9819819927215576,0,0,1296,966
83,1470,624,808,44,47,627.75,830.15625,0.9425137042999268,0.9691689014434814,0,0,1296,966
84,2988,775,0,204,57,951.75,45.28125,0.9422018527984619,0.9748926162719727,0,0,1296,966
85,2072,737,861,44,58,749.25,890.53125,0.9422009587287903,0.9714013338088989,0,0,1296,966
86,194,221,711,15,14,222.75,709.40625,0.9420777559280396,0.9549999833106995,0,0,1296,966
87,1189,1260,0,35,35,1275.75,15.09375,0.9417542219161987,0.9866332411766052,0,0,1296,966
88,585,1194,94,31,24,1194.75,105.65625,0.9410938620567322,0.9797297120094299,0,0,1296,966
89,340,286,856,20,20,303.75,860.34375,0.9410936236381531,0.9738371968269348,0,0,1296,966
90,5350,823,812,88,92,870.75,830.15625,0.9409961700439453,0.9633364081382751,0,0,1296,966
91,1449,1228,34,50,36,1235.25,45.28125,0.9406576156616211,0.9815195202827454,0,0,1296,966
92,1023,492,177,37,34,506.25,196.21875,0.9404786825180054,0.9854510426521301,0,0,1296,966
93,1735,117,331,53,49,141.75,347.15625,0.9402358531951904,0.9681999087333679,0,0,1296,966
94,5729,542,351,75,120,546.75,377.34375,0.9395418167114258,0.9519099593162537,0,0,1296,966
95,1400,272,912,33,53,303.75,950.90625,0.9394540786743164,0.9677870869636536,0,0,1296,966
96,1314,1233,722,43,37,1235.25,739.59375,0.9388773441314697,0.9714928865432739,0,0,1296,966
97,2562,231,247,72,62,263.25,256.59375,0.9382507801055908,0.9681259393692017,0,0,1296,966
98,1180,298,221,42,41,303.75,256.59375,0.9370660781860352,0.9748743772506714,0,0,1296,966
99,4835,767,61,98,280,789.75,256.59375,0.9362274408340454,0.9531407952308655,0,0,1296,966
100,468,422,385,25,24,425.25,407.53125,0.9356672763824463,0.9681528806686401,0,0,1296,966
101,3422,344,140,60,84,344.25,196.21875,0.9355654716491699,0.9748117923736572,0,0,1296,966
102,1155,1091,377,36,58,1113.75,407.53125,0.9352258443832397,0.9794871807098389,0,0,1296,966
103,658,248,842,37,22,263.25,860.34375,0.934965968132019,0.981873095035553,0,0,1296,966
104,1396,219,302,29,92,222.75,377.34375,0.9343488216400146,0.9655414819717407,0,0,1296,966
105,1000,362,590,28,59,384.75,649.03125,0.9338593482971191,0.9685966372489929,0,0,1296,966
106,432,1144,160,24,21,1154.25,166.03125,0.9335300326347351,0.9816933870315552,0,0,1296,966
107,2413,725,553,65,75,749.25,618.84375,0.9334514141082764,0.9589597582817078,0,0,1296,966
108,2398,209,183,97,63,222.75,226.40625,0.933400571346283,0.9548229575157166,0,0,1296,966
109,683,864,134,19,50,870.75,166.03125,0.9333393573760986,0.9811594486236572,0,0,1296,966
110,1085,188,99,47,56,222.75,105.65625,0.9327582120895386,0.9754098653793335,0,0,1296,966
111,2354,563,836,71,60,587.25,860.34375,0.9325519800186157,0.9512194991111755,0,0,1296,966
112,930,807,280,31,41,830.25,286.78125,0.9321056008338928,0.9766949415206909,0,0,1296,966
113,1272,316,518,30,51,344.25,528.28125,0.9313542246818542,0.9696969985961914,0,0,1296,966
114,1134,344,481,40,41,384.75,498.09375,0.9312630891799927,0.9636678099632263,0,0,1296,966
115,89,868,647,10,9,870.75,649.03125,0.9309927821159363,0.9777777791023254,0,0,1296,966
116,6104,23,157,138,232,101.25,286.78125,0.9306836128234863,0.9518033862113953,0,0,1296,966
117,1949,695,866,31,98,708.75,890.53125,0.9305858016014099,0.9632611870765686,0,0,1296,966
118,1137,747,401,59,39,789.75,437.71875,0.9304639101028442,0.9722462892532349,0,0,1296,966
119,6094,42,429,120,101,60.75,498.09375,0.9297956228256226,0.9680167436599731,0,0,1296,966
120,363,248,821,21,21,263.25,830.15625,0.9296528100967407,0.9808219075202942,0,0,1296,966
121,3277,683,263,92,67,749.25,286.78125,0.9291672706604004,0.9537037014961243,0,0,1296,966
122,2630,1040,690,48,79,1073.25,739.59375,0.9282293319702148,0.9602230191230774,0,0,1296,966
123,433,934,947,27,18,951.75,950.90625,0.9273067116737366,0.9839816689491272,0,0,1296,966
124,1874,59,224,45,59,60.75,256.59375,0.9267086982727051,0.971534013748169,0,0,1296,966
125,826,586,189,31,39,587.25,196.21875,0.9260439276695251,0.9655172228813171,0,0,1296,966
126,509,85,12,24,26,101.25,15.09375,0.9254238605499268,0.976516604423523,0,0,1296,966
127,511,643,16,24,25,668.25,15.09375,0.925141453742981,0.9785992503166199,0,0,1296,966
128,634,908,84,25,33,911.25,105.65625,0.9247000217437744,0.9812206625938416,0,0,1296,966
129,1384,1167,921,40,44,1194.75,950.90625,0.9239848852157593,0.9658119678497314,0,0,1296,966
130,344,738,842,30,18,749.25,860.34375,0.923440158367157,0.9740633964538574,0,0,1296,966
131,1439,149,48,56,96,182.25,105.65625,0.9227160215377808,0.9718213081359863,0,0,1296,966
132,680,869,0,35,22,870.75,15.09375,0.9227008819580078,0.9695210456848145,0,0,1296,966
133,2549,587,503,42,80,627.75,528.28125,0.9225092530250549,0.9622059464454651,0,0,1296,966
134,838,365,388,30,33,384.75,407.53125,0.9216839671134949,0.9648711681365967,0,0,1296,966
135,1311,900,928,45,37,911.25,950.90625,0.9216234087944031,0.9735848903656006,0,0,1296,966
136,724,294,118,30,36,303.75,135.84375,0.9212833046913147,0.9795082211494446,0,0,1296,966
137,10477,1143,411,134,173,1235.25,498.09375,0.9196375608444214,0.9515963792800903,0,0,1296,966
138,1020,1149,77,33,42,1154.25,75.46875,0.9193141460418701,0.9540669918060303,0,0,1296,966
139,294,254,338,24,14,263.25,347.15625,0.9183965921401978,0.9865319728851318,0,0,1296,966
140,1858,851,246,61,57,911.25,256.59375,0.9167448282241821,0.9511297941207886,0,0,1296,966
141,2747,354,388,42,89,384.75,437.71875,0.9163846969604492,0.9531582593917847,0,0,1296,966
142,3462,1216,722,59,88,1235.25,799.96875,0.9152636528015137,0.9515629410743713,0,0,1296,966
143,265,732,499,19,19,749.25,498.09375,0.9122370481491089,0.9849624037742615,0,0,1296,966
144,510,456,624,26,24,465.75,649.03125,0.9112692475318909,0.9786407947540283,0,0,1296,966
145,1572,1142,410,41,56,1154.25,407.53125,0.9106981754302979,0.9631480574607849,0,0,1296,966
146,919,428,474,76,31,465.75,498.09375,0.9099933505058289,0.9544491767883301,0,0,1296,966
147,1207,296,777,42,46,303.75,799.96875,0.9091879725456238,0.9712643623352051,0,0,1296,966
148,892,69,223,34,35,101.25,226.40625,0.9091867804527283,0.9604830145835876,0,0,1296,966
149,642,286,335,27,28,303.75,347.15625,0.9089449644088745,0.984544038772583,0,0,1296,966
150,1153,374,926,48,39,384.75,950.90625,0.9083700776100159,0.975944995880127,0,0,1296,966
151,822,407,525,61,18,425.25,528.28125,0.9068692922592163,0.9582338929176331,0,0,1296,966
152,2247,592,89,56,65,627.75,105.65625,0.9054911136627197,0.9641764760017395,0,0,1296,966
153,2894,1202,510,65,73,1235.25,528.28125,0.9042495489120483,0.9581222534179688,0,0,1296,966
154,1952,59,223,45,105,101.25,226.40625,0.9022961854934692,0.954613447189331,0,0,1296,966
155,358,460,269,28,16,465.75,286.78125,0.9010440111160278,0.95923912525177,0,0,1296,966
156,584,1155,89,23,30,1154.25,105.65625,0.899415135383606,0.9779286980628967,0,0,1296,966
157,1153,682,249,39,50,708.75,256.59375,0.8982929587364197,0.9707903861999512,0,0,1296,966
158,1801,901,927,61,38,911.25,950.90625,0.8972785472869873,0.9618320465087891,0,0,1296,966
159,280,326,580,19,16,344.25,588.65625,0.8963053226470947,0.9822695255279541,0,0,1296,966
160,2885,797,61,69,163,830.25,166.03125,0.8868724703788757,0.9523165225982666,0,0,1296,966
161,650,181,205,32,28,182.25,226.40625,0.8860045671463013,0.9624060392379761,0,0,1296,966
162,1240,189,523,39,79,222.75,588.65625,0.8842406868934631,0.9589905142784119,0,0,1296,966
163,981,85,0,41,38,101.25,15.09375,0.8834344148635864,0.9541832804679871,0,0,1296,966
164,430,247,318,22,23,263.25,316.96875,0.8818970322608948,0.965753436088562,0,0,1296,966
165,190,588,66,12,19,587.25,75.46875,0.8818114995956421,0.969072163105011,0,0,1296,966
166,1031,586,98,52,158,627.75,226.40625,0.8813132643699646,0.9574266672134399,0,0,1296,966
