id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
77,1588,292,717,40,64,303.75,769.78125,0.9450700283050537,0.9677619338035583,0,0,1296,966
78,420,10,0,22,23,20.25,15.09375,0.9437101483345032,0.9833729267120361,0,0,1296,966
79,648,170,654,29,28,182.25,679.21875,0.9430569410324097,0.9726858735084534,0,0,1296,966
80,1019,276,899,41,34,303.75,920.71875,0.9425687193870544,0.9728419184684753,0,0,1296,966
81,1220,97,330,41,38,101.25,347.15625,0.9425237774848938,0.9772727489471436,0,0,1296,966
82,644,612,717,33,27,627.75,739.59375,0.9424907565116882,0.9753845930099487,0,0,1296,966
83,1686,1040,368,47,50,1073.25,407.53125,0.9420083165168762,0.9754816293716431,0,0,1296,966
84,948,210,505,31,40,222.75,528.28125,0.9417385458946228,0.9791666865348816,0,0,1296,966
85,465,293,843,22,35,303.75,860.34375,0.9414950013160706,0.9745222926139832,0,0,1296,966
86,1479,278,595,33,76,303.75,618.84375,0.9414849281311035,0.9707641005516052,0,0,1296,966
87,8093,747,844,236,121,789.75,920.71875,0.9413717985153198,0.971104621887207,0,0,1296,966
88,17834,1130,0,165,162,1194.75,75.46875,0.9407636523246765,0.9507372975349426,0,0,1296,966
89,1335,198,308,42,46,222.75,316.96875,0.9407044649124146,0.985107958316803,0,0,1296,966
90,3178,847,317,96,85,870.75,377.34375,0.9406931400299072,0.963512659072876,0,0,1296,966
91,30452,1073,463,202,268,1154.25,558.46875,0.9402157068252563,0.9639947414398193,0,0,1296,966
92,1506,24,816,46,45,60.75,830.15625,0.9386456608772278,0.9725310802459717,0,0,1296,966
93,765,115,662,28,35,141.75,679.21875,0.9375879764556885,0.9779506921768188,0,0,1296,966
94,3266,674,724,54,91,708.75,769.78125,0.9365082383155823,0.9659125208854675,0,0,1296,966
95,1407,266,152,40,54,303.75,166.03125,0.9349374771118164,0.9733707308769226,0,0,1296,966
96,868,124,384,31,38,141.75,407.53125,0.9335859417915344,0.9728199243545532,0,0,1296,966
97,1379,62,100,40,41,101.25,105.65625,0.933353841304779,0.9756969213485718,0,0,1296,966
98,1037,355,888,30,42,384.75,920.71875,0.9332854151725769,0.9639468789100647,0,0,1296,966
99,287,628,367,20,16,627.75,377.34375,0.9332060813903809,0.9826989769935608,0,0,1296,966
100,8260,747,782,237,183,830.25,950.90625,0.9323303699493408,0.9531984925270081,0,0,1296,966
101,4490,1026,521,50,126,1073.25,588.65625,0.9313876628875732,0.9521530866622925,0,0,1296,966
102,4480,946,718,68,120,951.75,739.59375,0.9310264587402344,0.9565027356147766,0,0,1296,966
103,2244,875,317,68,56,911.25,347.15625,0.9304540753364563,0.9714661836624146,0,0,1296,966
104,1795,759,483,40,69,789.75,528.28125,0.9296714067459106,0.9719626307487488,0,0,1296,966
105,941,525,111,32,41,546.75,135.84375,0.929256796836853,0.9789695143699646,0,0,1296,966
106,464,128,225,21,33,141.75,256.59375,0.9291257858276367,0.9807692170143127,0,0,1296,966
107,317,421,340,17,22,425.25,347.15625,0.9287012219429016,0.9905956387519836,0,0,1296,966
108,603,990,668,23,28,992.25,679.21875,0.9279906749725342,0.9835255146026611,0,0,1296,966
109,636,222,758,30,27,222.75,769.78125,0.927626371383667,0.978090763092041,0,0,1296,966
110,367,181,895,16,26,182.25,920.71875,0.9260638952255249,0.9784946441650391,0,0,1296,966
111,2210,599,432,119,80,668.25,498.09375,0.9259822368621826,0.9670818448066711,0,0,1296,966
112,228,893,218,21,12,911.25,226.40625,0.9237610101699829,0.9912663698196411,0,0,1296,966
113,2155,717,720,46,80,749.25,769.78125,0.9227271676063538,0.9564032554626465,0,0,1296,966
114,198,945,247,12,17,951.75,256.59375,0.9212886691093445,0.9899497628211975,0,0,1296,966
115,1579,747,57,130,77,789.75,105.65625,0.9205440282821655,0.9500924348831177,0,0,1296,966
116,1396,319,602,36,46,344.25,618.84375,0.9204358458518982,0.9599156379699707,0,0,1296,966
117,84,222,495,9,9,222.75,498.09375,0.9197626113891602,0.988095223903656,0,0,1296,966
118,473,522,424,26,24,546.75,437.71875,0.9192133545875549,0.9789915680885315,0,0,1296,966
119,1489,370,844,46,51,384.75,890.53125,0.9186683893203735,0.9631578922271729,0,0,1296,966
120,527,343,478,76,36,384.75,498.09375,0.9178383946418762,0.9627560377120972,0,0,1296,966
121,142,627,167,9,16,627.75,166.03125,0.9167867302894592,0.9790209531784058,0,0,1296,966
122,1446,1226,32,57,56,1235.25,45.28125,0.9166087508201599,0.960597813129425,0,0,1296,966
123,2212,873,900,70,55,911.25,920.71875,0.9162220358848572,0.9589585065841675,0,0,1296,966
124,2043,0,691,41,64,20.25,739.59375,0.9147619009017944,0.9696385264396667,0,0,1296,966
125,795,328,697,31,34,344.25,709.40625,0.9144262671470642,0.9714993834495544,0,0,1296,966
126,1531,948,463,63,40,992.25,498.09375,0.9126003384590149,0.956632673740387,0,0,1296,966
127,760,1088,828,27,34,1113.75,830.15625,0.9109376668930054,0.9652062058448792,0,0,1296,966
128,2693,859,224,51,97,870.75,256.59375,0.9102737307548523,0.9610058069229126,0,0,1296,966
129,5881,945,669,70,170,992.25,799.96875,0.9099868535995483,0.9588949680328369,0,0,1296,966
130,512,701,151,20,30,708.75,166.03125,0.9099299311637878,0.9786821603775024,0,0,1296,966
131,1241,537,0,59,35,546.75,15.09375,0.9095458984375,0.9572446346282959,0,0,1296,966
132,736,1090,105,41,22,1113.75,105.65625,0.9080507755279541,0.9784366488456726,0,0,1296,966
133,1196,293,399,43,43,303.75,407.53125,0.9052124619483948,0.9677152037620544,0,0,1296,966
134,466,1025,616,20,31,1032.75,618.84375,0.9047319889068604,0.9744681119918823,0,0,1296,966
135,1994,1245,690,50,69,1275.75,709.40625,0.9014581441879272,0.9569050073623657,0,0,1296,966
136,399,929,277,33,30,951.75,286.78125,0.8997340202331543,0.9512194991111755,0,0,1296,966
137,675,357,445,31,28,384.75,467.90625,0.8996821641921997,0.9636098742485046,0,0,1296,966
138,904,251,555,29,37,263.25,558.46875,0.8981953263282776,0.9555796384811401,0,0,1296,966
139,745,0,561,29,30,20.25,588.65625,0.8941450715065002,0.9592105150222778,0,0,1296,966
140,342,939,277,23,23,951.75,286.78125,0.8925572633743286,0.9798271059989929,0,0,1296,966
141,1249,560,809,37,39,587.25,830.15625,0.8920098543167114,0.9584639668464661,0,0,1296,966
142,858,1131,697,34,37,1154.25,709.40625,0.8905074000358582,0.9588571190834045,0,0,1296,966
143,195,903,798,11,21,911.25,799.96875,0.88357013463974,0.9846938848495483,0,0,1296,966
144,1558,0,364,47,44,20.25,377.34375,0.8820616602897644,0.9529780745506287,0,0,1296,966
145,397,1041,766,42,35,1073.25,769.78125,0.8803189396858215,0.9654321074485779,0,0,1296,966
