id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
152,2433,1013,387,50,64,1032.75,407.53125,0.8990291953086853,0.95356285572052,0,0,1296,966
153,1175,1108,287,41,42,1113.75,316.96875,0.8960438370704651,0.9597315192222595,0,0,1296,966
154,729,1149,709,46,35,1194.75,739.59375,0.8958169221878052,0.9558233022689819,0,0,1296,966
155,443,1194,423,23,25,1194.75,437.71875,0.8955783843994141,0.9690949320793152,0,0,1296,966
156,881,240,65,31,37,263.25,75.46875,0.8951742649078369,0.9687150716781616,0,0,1296,966
157,918,457,611,51,105,506.25,618.84375,0.8944219350814819,0.9634014964103699,0,0,1296,966
158,1019,61,885,41,42,60.75,890.53125,0.8934826254844666,0.95885169506073,0,0,1296,966
159,1046,1162,249,45,42,1194.75,256.59375,0.8915139436721802,0.9569288492202759,0,0,1296,966
160,10385,830,84,158,172,911.25,135.84375,0.8906519412994385,0.9617382884025574,0,0,1296,966
161,751,1193,145,25,39,1194.75,166.03125,0.8899855613708496,0.9634464979171753,0,0,1296,966
162,958,1139,287,46,30,1154.25,286.78125,0.8817018866539001,0.9503042697906494,0,0,1296,966
163,381,843,943,43,21,870.75,950.90625,0.8802099227905273,0.95652174949646,0,0,1296,966
164,6791,1231,91,64,142,1235.25,166.03125,0.880194365978241,0.9524425268173218,0,0,1296,966
165,4004,862,64,129,69,870.75,105.65625,0.8801121711730957,0.9501588344573975,0,0,1296,966
