id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
19,1720,729,671,86,37,749.25,679.21875,0.9826575517654419,0.9890173673629761,0,0,1296,966
20,6876,1209,131,86,129,1275.75,256.59375,0.9824360609054565,0.9831241965293884,0,0,1296,966
21,5623,867,27,90,88,870.75,75.46875,0.9816596508026123,0.9802817106246948,0,0,1296,966
22,2959,1252,822,43,95,1275.75,830.15625,0.9808383584022522,0.9828974008560181,0,0,1296,966
23,3063,64,232,63,61,101.25,256.59375,0.9807380437850952,0.9847649931907654,0,0,1296,966
24,3211,1197,926,98,39,1275.75,950.90625,0.9805309176445007,0.9842154383659363,0,0,1296,966
25,5000,372,27,94,83,425.25,75.46875,0.9803037643432617,0.9679575562477112,0,0,1296,966
26,3773,792,862,67,72,830.25,890.53125,0.9800722599029541,0.981880247592926,0,0,1296,966
27,3376,400,555,61,71,425.25,558.46875,0.9798256754875183,0.9832648038864136,0,0,1296,966
28,8927,617,504,103,140,668.25,558.46875,0.979082465171814,0.9811320900917053,0,0,1296,966
29,5240,1127,764,76,98,1194.75,799.96875,0.9783412218093872,0.9818456768989563,0,0,1296,966
30,1716,854,500,34,62,870.75,558.46875,0.978118896484375,0.9826989769935608,0,0,1296,966
31,9295,804,848,123,117,830.25,950.90625,0.9775352478027344,0.9814735651016235,0,0,1296,966
32,1703,975,821,46,54,992.25,860.34375,0.9772020578384399,0.9848484992980957,0,0,1296,966
33,1536,646,72,34,74,668.25,105.65625,0.9770879149436951,0.9794344305992126,0,0,1296,966
34,701,578,0,30,31,587.25,15.09375,0.9766116738319397,0.9886845946311951,0,0,1296,966
35,6074,562,675,103,87,627.75,679.21875,0.9761660695075989,0.9770582318305969,0,0,1296,966
36,1418,171,195,45,43,182.25,226.40625,0.9760607481002808,0.9811188578605652,0,0,1296,966
37,1618,474,59,52,40,506.25,75.46875,0.9758394956588745,0.985872209072113,0,0,1296,966
38,3308,889,713,81,54,911.25,739.59375,0.9753191471099854,0.982025146484375,0,0,1296,966
39,3275,401,37,65,73,425.25,45.28125,0.9752157926559448,0.9794001579284668,0,0,1296,966
40,1600,637,116,41,58,668.25,166.03125,0.974543571472168,0.9820433259010315,0,0,1296,966
41,1171,519,559,34,48,546.75,588.65625,0.9743049144744873,0.9847457408905029,0,0,1296,966
42,1111,1201,738,37,35,1235.25,769.78125,0.973182201385498,0.9892473220825195,0,0,1296,966
43,981,658,0,33,39,668.25,15.09375,0.9727822542190552,0.9817629456520081,0,0,1296,966
44,688,704,645,24,44,708.75,679.21875,0.9720340967178345,0.9913169145584106,0,0,1296,966
45,6752,868,27,89,125,911.25,105.65625,0.9705096483230591,0.9748648405075073,0,0,1296,966
46,1614,436,0,55,39,465.75,15.09375,0.9704425930976868,0.9766584634780884,0,0,1296,966
47,2201,843,429,65,72,870.75,437.71875,0.9703670740127563,0.9824482202529907,0,0,1296,966
48,1498,334,922,46,43,344.25,950.90625,0.9701458215713501,0.9788499474525452,0,0,1296,966
49,3097,528,472,61,65,546.75,528.28125,0.9701358675956726,0.98273104429245,0,0,1296,966
50,1017,838,642,50,28,870.75,649.03125,0.9699034690856934,0.984420657157898,0,0,1296,966
51,2864,1190,852,62,62,1235.25,860.34375,0.9691609740257263,0.9795918464660645,0,0,1296,966
52,9843,448,812,110,151,506.25,890.53125,0.9691227674484253,0.9624726176261902,0,0,1296,966
53,1879,933,888,42,54,951.75,890.53125,0.9687715768814087,0.9878306984901428,0,0,1296,966
54,1563,287,209,36,62,303.75,226.40625,0.967351496219635,0.9746514558792114,0,0,1296,966
55,2093,1002,701,46,62,1032.75,739.59375,0.9669514298439026,0.983893871307373,0,0,1296,966
56,1197,752,156,51,79,789.75,196.21875,0.9663914442062378,0.9801653027534485,0,0,1296,966
57,5564,448,873,79,91,465.75,890.53125,0.9657952785491943,0.9753108620643616,0,0,1296,966
58,6226,717,352,80,109,789.75,407.53125,0.9651330709457397,0.9801239967346191,0,0,1296,966
59,2763,587,649,111,39,668.25,679.21875,0.9647976160049438,0.9749373197555542,0,0,1296,966
60,3609,868,798,86,69,870.75,830.15625,0.9636051654815674,0.971584677696228,0,0,1296,966
61,2397,75,0,55,56,101.25,45.28125,0.9635237455368042,0.9826231002807617,0,0,1296,966
62,1567,22,265,46,42,60.75,286.78125,0.9632229804992676,0.9797468185424805,0,0,1296,966
63,1588,1267,615,28,66,1275.75,618.84375,0.962131142616272,0.9775000214576721,0,0,1296,966
64,1667,225,347,43,44,263.25,377.34375,0.9620091319084167,0.980997622013092,0,0,1296,966
65,634,51,455,30,26,60.75,467.90625,0.9619899988174438,0.9859374761581421,0,0,1296,966
66,2937,1196,426,62,61,1235.25,467.90625,0.9617922902107239,0.9708249568939209,0,0,1296,966
67,1200,519,559,76,47,546.75,558.46875,0.96156245470047,0.9728841185569763,0,0,1296,966
68,775,249,523,29,36,263.25,528.28125,0.9614633321762085,0.9859334826469421,0,0,1296,966
69,4560,756,850,103,84,789.75,860.34375,0.9613289833068848,0.9751136302947998,0,0,1296,966
70,3738,1137,652,83,68,1154.25,679.21875,0.9607552886009216,0.9772306084632874,0,0,1296,966
71,1577,553,551,46,43,587.25,558.46875,0.960637092590332,0.9755638837814331,0,0,1296,966
72,2762,480,725,144,58,506.25,739.59375,0.9605099558830261,0.9778254628181458,0,0,1296,966
73,1428,930,398,38,48,951.75,437.71875,0.9604052305221558,0.9833217263221741,0,0,1296,966
74,633,580,620,20,46,587.25,649.03125,0.9603286981582642,0.9828125238418579,0,0,1296,966
75,7935,519,472,93,134,587.25,558.46875,0.9599928855895996,0.9625913500785828,0,0,1296,966
76,2171,129,16,60,50,141.75,45.28125,0.9599788188934326,0.9812870621681213,0,0,1296,966
77,846,955,941,47,24,992.25,950.90625,0.9599357843399048,0.9905771613121033,0,0,1296,966
78,1886,1104,571,48,50,1113.75,588.65625,0.9593263864517212,0.9753926992416382,0,0,1296,966
79,874,825,201,38,47,830.25,226.40625,0.9593186378479004,0.9796149730682373,0,0,1296,966
80,2071,838,728,44,81,870.75,769.78125,0.9592792987823486,0.9775441884994507,0,0,1296,966
81,1685,660,800,53,45,668.25,830.15625,0.9591895341873169,0.9834905862808228,0,0,1296,966
82,6798,214,561,86,121,263.25,679.21875,0.9591495394706726,0.9652878046035767,0,0,1296,966
83,2510,1252,461,43,82,1275.75,528.28125,0.9586877226829529,0.979051411151886,0,0,1296,966
84,1452,1233,611,35,51,1235.25,618.84375,0.9586484432220459,0.9883561730384827,0,0,1296,966
85,5444,1239,262,56,141,1275.75,286.78125,0.9586069583892822,0.9733599424362183,0,0,1296,966
86,4453,686,442,107,120,749.25,498.09375,0.958591878414154,0.9728236794471741,0,0,1296,966
87,1229,896,0,52,28,911.25,15.09375,0.9585409164428711,0.9830645322799683,0,0,1296,966
88,332,304,438,18,20,303.75,437.71875,0.9575559496879578,0.9820359349250793,0,0,1296,966
89,8610,1175,285,89,147,1235.25,286.78125,0.9572137594223022,0.9716149568557739,0,0,1296,966
90,824,1139,534,29,34,1154.25,558.46875,0.9568707346916199,0.9830917716026306,0,0,1296,966
91,1931,1056,660,41,61,1073.25,709.40625,0.9564822316169739,0.9789959192276001,0,0,1296,966
92,1190,573,285,35,43,587.25,286.78125,0.9564449787139893,0.9808811545372009,0,0,1296,966
93,1288,1156,410,36,45,1154.25,437.71875,0.9562709927558899,0.9860896468162537,0,0,1296,966
94,687,446,200,33,29,465.75,226.40625,0.9562122821807861,0.9855700135231018,0,0,1296,966
95,6583,1107,217,93,97,1154.25,226.40625,0.9562065601348877,0.9704780578613281,0,0,1296,966
96,2695,653,373,70,89,708.75,377.34375,0.9561266899108887,0.9743964672088623,0,0,1296,966
97,945,576,70,35,32,587.25,75.46875,0.9558107852935791,0.9884696006774902,0,0,1296,966
98,1267,1252,700,43,39,1275.75,709.40625,0.9555712342262268,0.9827990531921387,0,0,1296,966
99,2740,788,418,53,71,830.25,467.90625,0.9555060267448425,0.9768535494804382,0,0,1296,966
100,957,904,118,33,35,911.25,135.84375,0.9549697637557983,0.9762396812438965,0,0,1296,966
101,1565,485,183,43,47,506.25,196.21875,0.9543730020523071,0.980342447757721,0,0,1296,966
102,476,1139,727,31,24,1154.25,739.59375,0.9539294242858887,0.9749478101730347,0,0,1296,966
103,5431,644,290,103,77,668.25,316.96875,0.9531971216201782,0.9574621319770813,0,0,1296,966
104,356,341,720,27,22,344.25,739.59375,0.9526058435440063,0.9887955188751221,0,0,1296,966
105,1915,5,306,50,49,20.25,316.96875,0.9515999555587769,0.9763008952140808,0,0,1296,966
106,1832,1128,0,51,55,1154.25,15.09375,0.9514323472976685,0.9725363254547119,0,0,1296,966
107,6247,1192,65,88,109,1194.75,135.84375,0.9506843686103821,0.9533719420433044,0,0,1296,966
108,3703,528,3,52,97,546.75,15.09375,0.9504318237304688,0.9513542056083679,0,0,1296,966
109,2621,123,872,52,64,141.75,890.53125,0.9503036737442017,0.9784662127494812,0,0,1296,966
110,1794,1153,905,44,58,1154.25,920.71875,0.9496204257011414,0.9719933867454529,0,0,1296,966
111,1068,159,236,40,33,182.25,256.59375,0.9494413137435913,0.9777365326881409,0,0,1296,966
112,4238,749,511,107,143,830.25,558.46875,0.9486974477767944,0.9635477066040039,0,0,1296,966
113,260,413,310,17,17,425.25,316.96875,0.9484167098999023,0.9961685538291931,0,0,1296,966
114,1315,1110,744,49,37,1113.75,769.78125,0.9484087228775024,0.9819819927215576,0,0,1296,966
115,7406,709,165,139,169,749.25,286.78125,0.948296308517456,0.9548455476760864,0,0,1296,966
116,2912,820,127,63,68,870.75,166.03125,0.947990357875824,0.970588207244873,0,0,1296,966
117,1654,766,471,53,42,789.75,498.09375,0.9466517567634583,0.973246157169342,0,0,1296,966
118,1113,176,85,36,41,182.25,105.65625,0.9460206031799316,0.9743589758872986,0,0,1296,966
119,1182,1214,699,36,43,1235.25,739.59375,0.9456842541694641,0.9741666913032532,0,0,1296,966
120,966,177,557,35,32,182.25,558.46875,0.9456367492675781,0.9764344096183777,0,0,1296,966
121,852,785,529,28,39,789.75,558.46875,0.9444892406463623,0.9802555441856384,0,0,1296,966
122,1569,852,765,52,56,870.75,799.96875,0.9443093538284302,0.9848197102546692,0,0,1296,966
123,265,1062,819,15,19,1073.25,830.15625,0.9441566467285156,0.9738805890083313,0,0,1296,966
124,3695,5,265,63,90,20.25,316.96875,0.943683385848999,0.9570177793502808,0,0,1296,966
125,2004,976,282,42,64,992.25,286.78125,0.9432944059371948,0.9773063659667969,0,0,1296,966
126,9325,574,338,130,177,627.75,407.53125,0.9427975416183472,0.9629590511322021,0,0,1296,966
127,873,292,17,26,42,303.75,45.28125,0.9427585601806641,0.9784091114997864,0,0,1296,966
128,1591,1192,0,52,37,1194.75,15.09375,0.9419041872024536,0.9819539785385132,0,0,1296,966
129,431,286,588,26,20,303.75,588.65625,0.9406816363334656,0.9907621145248413,0,0,1296,966
130,724,280,749,27,33,303.75,769.78125,0.9403215646743774,0.9767441749572754,0,0,1296,966
131,2619,0,413,31,98,20.25,467.90625,0.9400511980056763,0.969161331653595,0,0,1296,966
132,2623,678,315,68,52,708.75,347.15625,0.9399235248565674,0.9729627966880798,0,0,1296,966
133,453,978,761,21,26,992.25,769.78125,0.9390100836753845,0.9737417697906494,0,0,1296,966
134,1553,322,19,49,40,344.25,45.28125,0.9389280676841736,0.9733502268791199,0,0,1296,966
135,4638,820,116,83,80,870.75,166.03125,0.9383515119552612,0.9641493558883667,0,0,1296,966
136,804,1065,317,34,31,1073.25,316.96875,0.9378563165664673,0.9827160239219666,0,0,1296,966
137,328,302,605,19,21,303.75,618.84375,0.9378366470336914,0.970059871673584,0,0,1296,966
138,5175,1196,426,67,121,1235.25,528.28125,0.9374105930328369,0.9529211521148682,0,0,1296,966
139,1364,1151,579,29,62,1154.25,618.84375,0.9370550513267517,0.9704184532165527,0,0,1296,966
140,4000,118,653,68,74,141.75,709.40625,0.9370126128196716,0.9653902649879456,0,0,1296,966
141,4328,1196,897,99,68,1275.75,950.90625,0.9365922212600708,0.9502140283584595,0,0,1296,966
142,1500,1079,855,49,48,1113.75,890.53125,0.9365103244781494,0.9737532734870911,0,0,1296,966
143,1209,266,538,39,46,303.75,558.46875,0.9362903237342834,0.9771054983139038,0,0,1296,966
144,637,163,518,29,27,182.25,528.28125,0.9355617761611938,0.984375,0,0,1296,966
145,933,299,49,28,48,303.75,75.46875,0.9355485439300537,0.9736008644104004,0,0,1296,966
146,609,621,4,36,22,627.75,15.09375,0.93540358543396,0.9707792401313782,0,0,1296,966
147,7366,710,219,139,115,789.75,256.59375,0.9353073835372925,0.9584770202636719,0,0,1296,966
148,189,420,645,18,12,425.25,649.03125,0.9352493286132812,0.9842105507850647,0,0,1296,966
149,593,494,525,22,31,506.25,528.28125,0.9348879456520081,0.9799330830574036,0,0,1296,966
150,387,284,271,21,22,303.75,286.78125,0.9338207840919495,0.9769821166992188,0,0,1296,966
151,418,253,156,26,19,263.25,166.03125,0.9335050582885742,0.9810426831245422,0,0,1296,966
152,2985,220,694,55,80,263.25,709.40625,0.9330635666847229,0.9637203216552734,0,0,1296,966
153,619,301,478,29,27,303.75,498.09375,0.9324135780334473,0.9776358008384705,0,0,1296,966
154,1650,1257,200,38,60,1275.75,256.59375,0.9322378635406494,0.9671837687492371,0,0,1296,966
155,1643,580,869,40,63,587.25,890.53125,0.9320856332778931,0.9701670408248901,0,0,1296,966
156,479,657,38,19,30,668.25,45.28125,0.9317994713783264,0.9793814420700073,0,0,1296,966
157,2359,30,474,53,70,60.75,528.28125,0.931429386138916,0.9720250368118286,0,0,1296,966
158,968,434,314,33,37,465.75,347.15625,0.9310451149940491,0.9574899077415466,0,0,1296,966
159,1788,1096,663,43,78,1113.75,679.21875,0.9310324788093567,0.9611597657203674,0,0,1296,966
160,1006,289,307,30,41,303.75,316.96875,0.9304769039154053,0.9754420518875122,0,0,1296,966
161,3144,513,619,58,76,546.75,618.84375,0.9301451444625854,0.9539657831192017,0,0,1296,966
162,504,225,247,28,23,222.75,256.59375,0.9300122857093811,0.9707602262496948,0,0,1296,966
163,1029,711,830,39,36,749.25,860.34375,0.9296378493309021,0.971319317817688,0,0,1296,966
164,9580,570,0,187,143,708.75,75.46875,0.9293316602706909,0.9635432958602905,0,0,1296,966
165,4559,113,605,74,123,182.25,709.40625,0.9284788370132446,0.9545454382896423,0,0,1296,966
166,163,628,74,13,13,627.75,75.46875,0.9280690550804138,0.9817073345184326,0,0,1296,966
167,425,299,72,21,25,303.75,75.46875,0.9276190400123596,0.9766355156898499,0,0,1296,966
168,1595,372,27,43,51,384.75,75.46875,0.9268344044685364,0.9648581743240356,0,0,1296,966
169,2425,638,371,66,56,668.25,407.53125,0.9264513850212097,0.9716139435768127,0,0,1296,966
170,2109,407,737,45,65,425.25,739.59375,0.9251198768615723,0.9710009098052979,0,0,1296,966
171,1178,200,208,42,40,222.75,226.40625,0.9251189827919006,0.9731543660163879,0,0,1296,966
172,2129,527,623,43,67,546.75,679.21875,0.9249465465545654,0.954107403755188,0,0,1296,966
173,831,621,880,30,50,627.75,920.71875,0.9247886538505554,0.9669811129570007,0,0,1296,966
174,324,135,109,21,18,141.75,105.65625,0.9245179891586304,0.966360867023468,0,0,1296,966
175,1055,625,277,85,20,668.25,286.78125,0.9239868521690369,0.9728718400001526,0,0,1296,966
176,726,61,106,30,31,60.75,135.84375,0.9238107204437256,0.9714285731315613,0,0,1296,966
177,1060,863,0,35,52,870.75,45.28125,0.9221813678741455,0.9711896181106567,0,0,1296,966
178,360,497,332,19,21,506.25,347.15625,0.9220993518829346,0.9807692170143127,0,0,1296,966
179,7670,638,219,210,115,789.75,286.78125,0.9213862419128418,0.9551649689674377,0,0,1296,966
180,1054,161,313,42,33,182.25,316.96875,0.9202110767364502,0.9858890175819397,0,0,1296,966
181,928,1146,0,33,41,1154.25,15.09375,0.9199113249778748,0.9578947424888611,0,0,1296,966
182,496,911,675,42,33,951.75,709.40625,0.9195365309715271,0.9740518927574158,0,0,1296,966
183,1928,1245,541,50,51,1275.75,558.46875,0.9191576242446899,0.9553072452545166,0,0,1296,966
184,2272,1212,486,52,64,1235.25,498.09375,0.9188308119773865,0.9506013989448547,0,0,1296,966
185,1759,571,819,54,59,587.25,830.15625,0.9188041090965271,0.9587743878364563,0,0,1296,966
186,820,486,525,30,40,506.25,528.28125,0.9187660217285156,0.9544910192489624,0,0,1296,966
187,2059,656,407,67,55,708.75,437.71875,0.9182201623916626,0.9595623016357422,0,0,1296,966
188,1902,599,609,62,42,627.75,618.84375,0.9179863333702087,0.9622933864593506,0,0,1296,966
189,677,546,291,24,36,546.75,316.96875,0.9177976846694946,0.9612625241279602,0,0,1296,966
190,72,867,346,7,9,870.75,347.15625,0.9176167249679565,1.0,0,0,1296,966
191,1971,749,575,52,79,789.75,588.65625,0.915989875793457,0.9700299501419067,0,0,1296,966
192,1276,600,105,38,87,627.75,166.03125,0.91507887840271,0.9622496366500854,0,0,1296,966
193,1474,612,307,41,49,627.75,316.96875,0.9143947958946228,0.9613848328590393,0,0,1296,966
194,531,296,697,20,32,303.75,709.40625,0.9143543243408203,0.959484338760376,0,0,1296,966
195,196,424,483,15,16,425.25,498.09375,0.9143027663230896,0.9797979593276978,0,0,1296,966
196,565,985,592,25,47,992.25,618.84375,0.9129359126091003,0.9842657446861267,0,0,1296,966
197,2351,74,79,73,47,101.25,105.65625,0.9128775596618652,0.9665551781654358,0,0,1296,966
198,1735,393,801,43,55,425.25,830.15625,0.9121454954147339,0.951396644115448,0,0,1296,966
199,494,891,632,24,24,911.25,649.03125,0.9120582342147827,0.9564356207847595,0,0,1296,966
200,227,418,511,11,22,425.25,528.28125,0.9115609526634216,0.9740259647369385,0,0,1296,966
201,872,1233,783,33,33,1235.25,799.96875,0.9111174941062927,0.970588207244873,0,0,1296,966
202,801,198,805,32,37,222.75,830.15625,0.9110120534896851,0.9692874550819397,0,0,1296,966
203,6364,750,429,158,224,830.25,558.46875,0.9108842611312866,0.9504601359367371,0,0,1296,966
204,550,1073,323,26,25,1073.25,347.15625,0.9076899886131287,0.9588550925254822,0,0,1296,966
205,399,500,270,24,20,506.25,286.78125,0.9076170921325684,0.9653465151786804,0,0,1296,966
206,624,315,850,37,24,344.25,860.34375,0.9075515270233154,0.9544740915298462,0,0,1296,966
207,4686,768,418,73,94,830.25,437.71875,0.9071654081344604,0.9556207060813904,0,0,1296,966
208,2277,616,503,52,65,627.75,528.28125,0.9070138931274414,0.9688715934753418,0,0,1296,966
209,927,621,0,43,28,627.75,15.09375,0.9068437814712524,0.9681528806686401,0,0,1296,966
210,813,265,82,27,37,263.25,105.65625,0.9063969850540161,0.9721886515617371,0,0,1296,966
211,569,1138,172,28,27,1154.25,196.21875,0.9063637256622314,0.9653379321098328,0,0,1296,966
212,2351,866,0,82,50,911.25,15.09375,0.9062764644622803,0.9628547430038452,0,0,1296,966
213,333,1150,644,18,21,1154.25,649.03125,0.9055551290512085,0.9674556255340576,0,0,1296,966
214,1585,523,551,76,43,587.25,588.65625,0.9050137996673584,0.9554731249809265,0,0,1296,966
215,368,48,785,20,23,60.75,799.96875,0.9048849940299988,0.9571045637130737,0,0,1296,966
216,1370,558,105,36,48,587.25,135.84375,0.9028601050376892,0.9642857313156128,0,0,1296,966
217,4534,545,171,79,75,587.25,226.40625,0.9021754264831543,0.9661532044410706,0,0,1296,966
218,1509,88,392,38,49,101.25,407.53125,0.9012153148651123,0.9532467722892761,0,0,1296,966
219,1582,911,813,42,54,951.75,830.15625,0.8982926607131958,0.9603960514068604,0,0,1296,966
220,2762,600,563,62,87,627.75,588.65625,0.8980209827423096,0.9599148631095886,0,0,1296,966
221,804,863,115,36,31,870.75,135.84375,0.8954446315765381,0.9527272582054138,0,0,1296,966
222,914,335,220,34,54,344.25,256.59375,0.8953092098236084,0.9581993818283081,0,0,1296,966
223,427,342,749,26,21,344.25,769.78125,0.8949540853500366,0.9724137783050537,0,0,1296,966
224,14062,574,339,216,220,627.75,437.71875,0.8881270885467529,0.9523941874504089,0,0,1296,966
225,209,1099,610,17,14,1113.75,618.84375,0.8871733546257019,0.9672897458076477,0,0,1296,966
226,604,300,510,25,34,303.75,528.28125,0.8863166570663452,0.9594155550003052,0,0,1296,966
227,64,869,401,7,9,870.75,407.53125,0.8856885433197021,1.0,0,0,1296,966
228,232,138,934,15,17,141.75,950.90625,0.8831206560134888,0.9743589758872986,0,0,1296,966
229,845,287,618,25,60,303.75,649.03125,0.8827002644538879,0.9505746960639954,0,0,1296,966
230,501,382,327,21,29,384.75,347.15625,0.8818429112434387,0.9591439962387085,0,0,1296,966
231,2774,170,194,73,55,222.75,226.40625,0.8817118406295776,0.9519094824790955,0,0,1296,966
232,362,911,675,31,21,911.25,679.21875,0.880037248134613,0.9700272679328918,0,0,1296,966
