id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
37,3382,61,119,77,69,100.0,168.75,0.9659545421600342,0.978368878364563,0,0,1280,720
38,621,695,483,23,39,700.0,506.25,0.9659391641616821,0.9775999784469604,0,0,1280,720
39,4154,83,503,90,73,140.0,506.25,0.965015709400177,0.9771373867988586,0,0,1280,720
40,1031,1108,299,61,26,1140.0,303.75,0.9644432663917542,0.9865254759788513,0,0,1280,720
41,29956,1009,0,198,228,1180.0,168.75,0.9642550349235535,0.9547648429870605,0,0,1280,720
42,20674,662,0,189,227,700.0,123.75,0.9611552357673645,0.9681859016418457,0,0,1280,720
43,6013,998,176,85,105,1020.0,236.25,0.958773672580719,0.9706461429595947,0,0,1280,720
44,1945,62,680,76,39,100.0,708.75,0.9583909511566162,0.9821701645851135,0,0,1280,720
45,553,530,358,39,31,540.0,371.25,0.9573350548744202,0.9767441749572754,0,0,1280,720
46,1613,1203,139,45,51,1220.0,168.75,0.95731520652771,0.984634280204773,0,0,1280,720
47,3658,230,564,118,60,340.0,596.25,0.9565112590789795,0.9764928221702576,0,0,1280,720
48,6542,33,6,92,119,60.0,101.25,0.9563248157501221,0.9677128791809082,0,0,1280,720
49,2103,65,463,67,57,100.0,506.25,0.9543394446372986,0.9676663279533386,0,0,1280,720
50,1088,893,221,48,40,900.0,236.25,0.9542301297187805,0.9791477918624878,0,0,1280,720
51,3216,544,391,84,54,620.0,438.75,0.9537929892539978,0.9604020714759827,0,0,1280,720
52,2284,20,477,51,85,60.0,483.75,0.9534692168235779,0.9694229364395142,0,0,1280,720
53,5319,83,492,128,82,180.0,506.25,0.9532934427261353,0.9528526663780212,0,0,1280,720
54,4465,14,171,91,82,60.0,191.25,0.9524441361427307,0.9618253707885742,0,0,1280,720
55,14842,428,331,122,185,500.0,438.75,0.9519089460372925,0.9601874947547913,0,0,1280,720
56,2007,696,629,162,90,780.0,686.25,0.9515277743339539,0.9768814444541931,0,0,1280,720
57,658,625,191,37,29,660.0,213.75,0.9512355923652649,0.9879336357116699,0,0,1280,720
58,948,99,189,44,36,140.0,213.75,0.9503574967384338,0.9678756594657898,0,0,1280,720
59,2118,87,634,58,63,100.0,641.25,0.9497920870780945,0.9707520604133606,0,0,1280,720
60,2576,0,475,35,114,20.0,483.75,0.9497742056846619,0.9571645259857178,0,0,1280,720
61,2303,948,211,56,69,980.0,236.25,0.9496215581893921,0.9550657272338867,0,0,1280,720
62,7951,249,212,160,77,260.0,236.25,0.9492642283439636,0.9668693542480469,0,0,1280,720
63,4096,978,551,138,60,980.0,573.75,0.9489371180534363,0.9584725499153137,0,0,1280,720
64,2964,0,394,52,79,20.0,416.25,0.9489282369613647,0.9674742817878723,0,0,1280,720
65,7396,718,522,500,44,1180.0,528.75,0.9483397006988525,0.955722987651825,0,0,1280,720
66,3772,978,552,95,59,1060.0,573.75,0.948098361492157,0.9552665948867798,0,0,1280,720
67,2339,728,271,161,67,740.0,281.25,0.9473154544830322,0.9780590534210205,0,0,1280,720
68,547,1186,341,38,26,1220.0,348.75,0.9472135901451111,0.9890909194946289,0,0,1280,720
69,1851,721,501,71,47,780.0,528.75,0.9470806121826172,0.9749466776847839,0,0,1280,720
70,5474,13,173,128,85,60.0,191.25,0.9466383457183838,0.9523979425430298,0,0,1280,720
71,1871,688,310,39,81,700.0,348.75,0.9465674757957458,0.9747899174690247,0,0,1280,720
72,1670,440,511,42,49,460.0,528.75,0.9460765719413757,0.9786477088928223,0,0,1280,720
73,2202,557,0,79,44,580.0,33.75,0.9460610151290894,0.9652560949325562,0,0,1280,720
74,505,614,244,31,22,620.0,258.75,0.9459375739097595,0.9670542478561401,0,0,1280,720
75,2164,239,423,51,94,260.0,483.75,0.9447852373123169,0.9749316573143005,0,0,1280,720
76,14920,416,256,133,260,500.0,461.25,0.944489598274231,0.9533376693725586,0,0,1280,720
77,4021,918,348,55,94,940.0,371.25,0.9442175626754761,0.9696599245071411,0,0,1280,720
78,1691,973,329,36,62,980.0,348.75,0.9441385269165039,0.9742990732192993,0,0,1280,720
79,848,647,271,31,42,660.0,281.25,0.9438171982765198,0.9731621742248535,0,0,1280,720
80,1800,387,555,64,164,420.0,641.25,0.9432889819145203,0.9694322943687439,0,0,1280,720
81,1167,9,416,42,58,20.0,461.25,0.9431083798408508,0.9796609878540039,0,0,1280,720
82,2018,812,0,44,75,820.0,56.25,0.942496120929718,0.9578079581260681,0,0,1280,720
83,57352,541,0,486,282,580.0,123.75,0.9420217275619507,0.956212043762207,0,0,1280,720
84,2171,178,462,74,37,220.0,483.75,0.9403319954872131,0.9772313237190247,0,0,1280,720
85,13915,758,332,147,137,860.0,348.75,0.9401832222938538,0.9569317102432251,0,0,1280,720
86,609,216,0,30,32,220.0,11.25,0.9399680495262146,0.9789302945137024,0,0,1280,720
87,2083,390,656,51,63,420.0,708.75,0.9381155371665955,0.9772295951843262,0,0,1280,720
88,1100,196,290,35,41,220.0,303.75,0.9380015730857849,0.9732381701469421,0,0,1280,720
89,1407,1233,4,46,40,1260.0,11.25,0.9379000663757324,0.9747368693351746,0,0,1280,720
90,3403,18,266,70,130,60.0,303.75,0.9356635212898254,0.9590423703193665,0,0,1280,720
91,2144,489,84,55,71,540.0,101.25,0.9354007840156555,0.9747474789619446,0,0,1280,720
92,1848,187,312,100,93,260.0,371.25,0.9349228739738464,0.9644750952720642,0,0,1280,720
93,732,736,220,81,29,780.0,236.25,0.9348864555358887,0.9757412672042847,0,0,1280,720
94,1516,708,578,45,41,740.0,596.25,0.9344426989555359,0.9739073514938354,0,0,1280,720
95,1053,1121,410,45,36,1140.0,438.75,0.9336588382720947,0.9646182656288147,0,0,1280,720
96,468,727,367,32,26,740.0,371.25,0.9333546161651611,0.9810526371002197,0,0,1280,720
97,3537,897,235,80,70,940.0,258.75,0.9313420057296753,0.9509100914001465,0,0,1280,720
98,778,205,385,39,26,220.0,393.75,0.9311606884002686,0.9770700931549072,0,0,1280,720
99,1145,816,279,49,38,860.0,303.75,0.9302673935890198,0.9614726305007935,0,0,1280,720
100,2568,61,118,78,49,140.0,123.75,0.9293216466903687,0.951820969581604,0,0,1280,720
101,1324,1000,133,81,25,1060.0,146.25,0.9290692806243896,0.9732341766357422,0,0,1280,720
102,1920,725,420,173,24,860.0,438.75,0.9286174178123474,0.9617151618003845,0,0,1280,720
103,7905,1190,312,89,143,1260.0,371.25,0.9277217388153076,0.9613904356956482,0,0,1280,720
104,1350,205,385,40,58,220.0,416.25,0.9270222187042236,0.9574007391929626,0,0,1280,720
105,632,0,633,40,24,20.0,641.25,0.9269527196884155,0.971875011920929,0,0,1280,720
106,1507,934,467,43,53,940.0,483.75,0.9262248277664185,0.9648666381835938,0,0,1280,720
107,3249,588,663,180,51,740.0,708.75,0.9257652759552002,0.9582829475402832,0,0,1280,720
108,1744,0,271,31,92,20.0,303.75,0.9254356622695923,0.9590577483177185,0,0,1280,720
109,1955,452,582,57,48,500.0,618.75,0.9243480563163757,0.9648417830467224,0,0,1280,720
110,5161,0,474,69,116,60.0,506.25,0.9241042137145996,0.9680993556976318,0,0,1280,720
111,1102,541,142,50,34,580.0,168.75,0.9240757822990417,0.9775179624557495,0,0,1280,720
112,3031,530,319,70,69,580.0,348.75,0.9234594702720642,0.9533011317253113,0,0,1280,720
113,1047,511,307,57,82,540.0,371.25,0.9233250617980957,0.9504672884941101,0,0,1280,720
114,785,417,366,21,53,420.0,393.75,0.9230942130088806,0.9660804271697998,0,0,1280,720
115,917,515,147,58,50,540.0,168.75,0.9229736924171448,0.9773950576782227,0,0,1280,720
116,520,213,412,22,31,220.0,416.25,0.9229032397270203,0.982824444770813,0,0,1280,720
117,1011,0,587,43,32,20.0,596.25,0.921524703502655,0.9631425738334656,0,0,1280,720
118,57214,541,0,314,283,580.0,56.25,0.9213693141937256,0.9561637043952942,0,0,1280,720
119,920,81,186,40,50,100.0,213.75,0.9198189973831177,0.9645161032676697,0,0,1280,720
120,892,695,460,23,62,700.0,506.25,0.9190328121185303,0.9680967926979065,0,0,1280,720
121,1150,514,462,38,36,540.0,483.75,0.9189735651016235,0.9642248749732971,0,0,1280,720
122,1102,499,513,34,39,500.0,528.75,0.9175852537155151,0.9557913541793823,0,0,1280,720
123,494,0,108,33,23,20.0,123.75,0.9174197316169739,0.9739999771118164,0,0,1280,720
124,383,687,229,20,27,700.0,236.25,0.9172215461730957,0.9667519330978394,0,0,1280,720
125,539,609,395,29,42,620.0,416.25,0.9167417883872986,0.9690909385681152,0,0,1280,720
126,776,919,445,65,23,980.0,461.25,0.9160600304603577,0.9784537553787231,0,0,1280,720
127,1086,729,246,108,27,780.0,258.75,0.9148227572441101,0.9629294872283936,0,0,1280,720
128,765,933,604,39,54,940.0,618.75,0.9146754145622253,0.9716494679450989,0,0,1280,720
129,393,725,392,27,18,740.0,393.75,0.9125270247459412,0.9724310636520386,0,0,1280,720
130,5789,229,423,112,200,300.0,596.25,0.9124864339828491,0.9503116011619568,0,0,1280,720
131,2268,30,629,64,54,60.0,641.25,0.9123484492301941,0.9586028456687927,0,0,1280,720
132,2172,705,578,48,63,740.0,596.25,0.9122847318649292,0.9585399031639099,0,0,1280,720
133,1110,63,680,50,39,100.0,686.25,0.9117756485939026,0.9611650705337524,0,0,1280,720
134,225,1138,346,85,22,1140.0,371.25,0.9094318747520447,0.9649122953414917,0,0,1280,720
135,7570,1051,440,130,85,1140.0,483.75,0.9084957838058472,0.9552798271179199,0,0,1280,720
136,1659,780,465,148,22,900.0,483.75,0.906998336315155,0.964901864528656,0,0,1280,720
137,1052,0,587,43,51,20.0,618.75,0.9069597125053406,0.9582560062408447,0,0,1280,720
138,3136,735,617,203,88,860.0,641.25,0.906072735786438,0.9536921381950378,0,0,1280,720
139,2306,112,568,63,65,140.0,573.75,0.9060319066047668,0.9530258178710938,0,0,1280,720
140,1209,1059,487,77,32,1100.0,506.25,0.9050589799880981,0.9706601500511169,0,0,1280,720
141,1075,140,537,50,34,180.0,551.25,0.9050060510635376,0.9503610134124756,0,0,1280,720
142,1343,518,430,66,42,540.0,438.75,0.9036576747894287,0.9591538906097412,0,0,1280,720
143,365,174,175,20,29,180.0,191.25,0.9035363793373108,0.9652406573295593,0,0,1280,720
144,412,1052,60,21,29,1060.0,78.75,0.9034712910652161,0.9643705487251282,0,0,1280,720
145,274,414,0,14,25,420.0,11.25,0.9030447602272034,0.9714285731315613,0,0,1280,720
146,1368,988,63,74,78,1020.0,101.25,0.9022634625434875,0.9516358375549316,0,0,1280,720
147,295,377,206,20,21,380.0,213.75,0.901985228061676,0.960132896900177,0,0,1280,720
148,404,451,235,31,17,460.0,236.25,0.901861846446991,0.9633252024650574,0,0,1280,720
149,846,890,574,27,42,900.0,596.25,0.8994227051734924,0.9697322249412537,0,0,1280,720
150,110,621,319,10,13,620.0,326.25,0.8993290662765503,1.0,0,0,1280,720
151,959,929,517,56,77,940.0,573.75,0.8989396095275879,0.9642126560211182,0,0,1280,720
152,959,154,151,89,42,180.0,168.75,0.8976413011550903,0.953346848487854,0,0,1280,720
153,134,620,316,11,17,620.0,326.25,0.8968515396118164,0.9632353186607361,0,0,1280,720
154,732,0,15,43,35,20.0,33.75,0.8966962099075317,0.9703903198242188,0,0,1280,720
155,276,700,460,12,26,700.0,483.75,0.8963364362716675,0.9821428656578064,0,0,1280,720
156,1060,518,430,54,34,540.0,438.75,0.89491206407547,0.9515095949172974,0,0,1280,720
157,1187,453,584,40,45,460.0,618.75,0.8935447931289673,0.9653179049491882,0,0,1280,720
158,747,200,0,46,32,220.0,11.25,0.8923369646072388,0.9580602645874023,0,0,1280,720
159,1114,817,486,64,28,860.0,506.25,0.8918139934539795,0.9561403393745422,0,0,1280,720
160,754,479,289,71,38,540.0,326.25,0.8916196823120117,0.9507771730422974,0,0,1280,720
161,230,935,382,21,13,940.0,393.75,0.891521155834198,0.9704641103744507,0,0,1280,720
162,985,1022,134,60,25,1060.0,146.25,0.8909972310066223,0.9533730149269104,0,0,1280,720
163,470,693,245,19,35,700.0,258.75,0.89059978723526,0.9726890921592712,0,0,1280,720
164,2683,691,223,42,104,700.0,281.25,0.8903559446334839,0.9567115306854248,0,0,1280,720
165,653,407,488,43,29,420.0,506.25,0.8888372778892517,0.9656203389167786,0,0,1280,720
166,840,726,367,33,42,740.0,371.25,0.8878434896469116,0.9613583087921143,0,0,1280,720
167,295,612,40,20,21,620.0,56.25,0.8863618969917297,0.960132896900177,0,0,1280,720
168,440,927,412,22,28,940.0,416.25,0.8863306641578674,0.9733333587646484,0,0,1280,720
169,386,1253,152,26,19,1260.0,168.75,0.8846257925033569,0.9641943573951721,0,0,1280,720
170,1160,96,159,49,32,140.0,168.75,0.8837589621543884,0.9596977233886719,0,0,1280,720
171,767,894,667,46,39,940.0,663.75,0.8822740912437439,0.9515306353569031,0,0,1280,720
172,6862,474,0,161,111,500.0,78.75,0.8811681270599365,0.952401340007782,0,0,1280,720
